id;name;address;city;state;postal_code;latitude;longitude;created_by;last_modified_by
2862;Bank BJB Payment Point Samsat Depok Town Square;Depok Town Square;;;;106.8003492;-6.3863944;System;System
2863;Bank BJB Payment Point  Samsat Tambun/Plaza Metropolitan;Plaza Metropolitan;;;;107.144448;-6.3016354;System;System
2864;Bank BJB Payment Point Bandung I Pajajaran;Jalan Pajajaran No. 88 Kota Bandung;;;;107.595725;-6.906552;System;System
2865;Bank BJB Payment Point DISHUB KOTA BANDUNG;Jl.Sukabumi  1 Bandung;;;;107.6354781;-6.9172301;System;System
2866;Bank BJB PP BPPTPM Kota Bogor;PP BPPTPM Kota Bogor;;;;106.7920383;-6.5961045;System;System
2867;Bank BJB PP Dipenda Kota Tasikmalaya;Jalan Siliwangi Belakang No. 31 Kota Tasikmalaya;;;;108.227554;-7.3456013;System;System
2868;Bank BJB Payment Point KPP Pajak Indramayu;Jl.Jend.Gatot Subroto Kab.Indaramayu;;;;108.3401754;-6.3423878;System;System
2869;Bank BJB PP Kec. Kiaracondong;jl.babakan sari no.117 kota bandung;;;;107.6512123;-6.9225176;System;System
2870;Bank BJB Payment Point KPP Pratama Bekasi Selatan (UPS;Jl.Cut Meuthia No.37 Bekasi;;;;107.0154104;-6.2521672;System;System
2871;Bank BJB PP Kec. Lengkong;jl.babakan sari no.117 kota bandung;;;;107.623226;-6.9281718;System;System
2872;Bank BJB Payment Point KPP Pratama Kuningan;Jl. Dewi Sartika No.1 Kuningan;;;;106.8666126;-6.2463954;System;System
2873;Bank BJB Payment Point P Samsat Grage Mall Cirebon;Jl. R.A. Kartini No. 77, Cirebon;;;;108.5542736;-6.7127876;System;System
2874;Bank BJB PAYMENT POINT PBB  Cimahi;Jl. Jend.H.Amir Machmud 451, Cimahi;;;;107.5539611;-6.8809983;System;System
2875;Bank BJB PP Kec.Batununggal;Jl.Cianjur No.34 Kota Bandung;;;;107.6327828;-6.9158445;System;System
2876;Bank BJB Payment Point PBB Kec. Bojong Sari;Jl. Raya Muhtar No. 7 Sawangan Bojongsari Lama Bojongsari, Kota Depok, Jawa Barat 16516;;;;106.747107;-6.406536;System;System
2877;Bank BJB Payment Point PBB Kec. Cilodong;Jl.Jembatan Lo H.Nurdin Bulak Barat Depok;;;;106.7944065;-6.4240243;System;System
2878;Bank BJB PP PBB Kab. Bandung;Gedung DPPK Komplek Pemkab Bandung Jl. Raya Soreang Km 17;;;;107.5281992;-7.0252155;System;System
2879;Bank BJB Payment Point PBB Kec. Tapos;Payment Point PBB Kec. Tapos;;;;106.9526783;-6.4257301;System;System
2880;Bank BJB PP Pajak Daerah Kab. Kuningan;Jl.Siliwangi No.88 Kuningan;;;;108.4870701;-6.9700069;System;System
2881;Bank BJB PP PBB Pemkab Sukabumi;jl. Siliwangi no. 10 palabuhanratu sukabumi;;;;108.484776;-6.9742643;System;System
2882;Bank BJB Payment Point Samsat ITC Cibinong;Jl.Mayor Oking 11 Cibinong;;;;106.8575791;-6.4654887;System;System
2883;Bank BJB PP PEMKOT CIMAHI;Jl.Rd.Demang Hardjakusumah Kota Cimahi;;;;107.5547891;-6.8709363;System;System
2884;Bank BJB Payment Point Samsat ITC Kebon Kelapa;ITC Kebon Kelapa Bandung;;;;107.6098351;-6.9320741;System;System
2885;Bank BJB PP RENGASDENGKLOK;Jl.Proklamasi  Kec. Rengasdengklok Kab.Karawa;;;;107.367842;-6.1973208;System;System
2886;Bank BJB Payment Point Samsat Mall Pondokgede;Mall Pondok Gede Bekasi;;;;106.9919583;-6.2328417;System;System
2887;Bank BJB Payment Point Samsat Wilayah Kab. Ciamis I;Jl.Jend.Sudirman No.231 Kab.Ciamis;;;;108.3503773;-7.3262833;System;System
2888;Bank BJB PP RS Kasih Bunda;Jl.Mahar Martanegara No.166 RT 01/12 Kel.Baros Kec.Cimahi Tengah Kota Cimahi;;;;107.5519498;-6.8986574;System;System
2889;Bank BJB Payment Point Samsat Wilayah Kab. Cirebon I;Jl.Sunan Kalijaga No.8 Kab.Cirebon;;;;108.4843747;-6.7651313;System;System
2890;Bank BJB PP Samsat Lembang;Pasar Panorama Lembang Blok Sayap Selatan. Kab. Bandung Barat;;;;107.617489;-6.8110387;System;System
2891;Bank BJB Payment Point Samsat Wilayah Kab. Cirebon II;Jl.Walangsungsang Km.50 Kab.Cirebon;;;;108.7455383;-6.8988649;System;System
2892;Bank BJB PP samsat Padalarang;Jl. Raya Cimareme No.203 Padalarang 40553;;;;107.5119435;-6.8639391;System;System
2893;Bank BJB Payment Point Samsat Wilayah Kab. Karawang;Jl.A.Yani By-Pass No.98 Kab.Karawang;;;;107.461703;-6.4087743;System;System
2894;Bank BJB PP Samsat Wilayah Kab. Purwakarta;Jl.RE Martadinata No. 22 Purwakarta;;;;107.4443327;-6.5579754;System;System
2895;Bank BJB Payment Point Samsat Wilayah Kab. Kuningan;Jl.Aruji  Kartawinata No.8 Kuningan;;;;108.4889109;-6.978054;System;System
2896;Bank BJB PP Samsat Wilayah Kab.Ciamis II Pangandaran;Jl.Merdeka No.312 Kec.Pangandaran Kab.Ciamis;;;;108.6576545;-7.7018585;System;System
2897;Bank BJB Payment Point Samsat Wilayah Kab. Majalengka;Jl.KH.Abdul Halim No.108 Kab.Majalengka;;;;108.2523825;-6.8320047;System;System
2898;Bank BJB PP Stikes Indramayu;Jl.Wirapati Sindang Indramayu;;;;108.3285427;-6.3374785;System;System
2899;Bank BJB PP Universitas Pasundan (UNPAS);Jl. Sumatera No. 41 Kota Bandung;;;;107.6121206;-6.9090879;System;System
2900;Bank BJB Payment Point Samsat Wilayah Kabupaten Tasikmalaya;Jl. Brigjend M.Isya Pataruman Banjar Jawa Barat 46316;;;;108.5818662;-7.3900172;System;System
2901;Bank BJB PP KPP Pratama Purwakarta;Jl. Raya Ciganea Bunder No. 1 Jatiluhur  Kabupaten Purwakarta;;;;107.4509432;-6.5646298;System;System
2902;Bank BJB PP Sumedang Utara;Jl. Prabu Gajah Agung Kel. Situ Kab. Sumedang;;;;107.926584;-6.8318217;System;System
2903;Bank BJB PP Samsat Leuwiliang;Jl. Raya Leuwiliang Km. 20 No. 14 Desa Cibungbulang Kecamatan Leuwiliang Bogor Barat Kabupaten Bogor;;;;106.6369315;-6.5754607;System;System
2904;Bank BJB Payment Point Dispenda Kota Bogor;Jl.Pemuda No. 31 Kota Bogor;;;;106.8936522;-6.1931816;System;System
2905;Bank BJB Payment Point Samsat Wilayah Kota Bogor;Jl.Ir.H.Juanda No. 4 Kota Bogor;;;;106.7948722;-6.5935973;System;System
2906;Bank BJB Payment Point Samsat Wilayah Kota Bekasi;Jl.Ahmad Yani No.7 Bekasi;;;;107.0035035;-6.2430322;System;System
2907;Bank BJB Payment Point UNPAS;Jl.Tamansari  6-8 Bandung;;;;107.6120629;-6.9091556;System;System
2908;Bank BJB Payment Point PBB Kec. Beji;Jl.Depok Indah II-1 Depok;;;;106.8157428;-6.3792915;System;System
2909;Bank BJB Payment Point PBB Kec. Limo;Jl.Raya Limo 44 Depok;;;;106.775337;-6.3561817;System;System
2910;Bank BJB Payment Point PBB Kec. Pancoran Mas;Jl.Kartini No. 9 Depok;;;;106.8188906;-6.4043797;System;System
2911;Bank BJB Payment Point PBB Kec. Sawangan;Jl.Raya Mukhtar Sawangan 91 Depok;;;;106.7474198;-6.4065643;System;System
2912;Bank BJB Payment Point Bidex;Ruko Bidex Blok F No. 19-20 Tangerang Selatan;;;;106.684602;-6.3084277;System;System
2913;BJB Payment Point BP2T;Jl.Raya Serpong Km.12 Komplek BLK Serpong;;;;106.6636333;-6.3192432;System;System
2914;BJB Payment Point PBB Kec. Sukmajaya;Jl.Merdeka Raya No. 1 Depok;;;;106.8382202;-6.3966639;System;System
2915;BJB Payment Point PBB KOTA DEPOK;Jl.Pemuda 40 Depok;;;;106.822051;-6.4025093;System;System
2916;BJB PAYMENT POINT Samsat Mall Cikampek;PAYMENT POINT Samsat Mall Cikampek;;;;-6.3998161;-6.3998161;System;System
2917;Hotel Savoy Homan;Jalan Asia Afrika No. 112, Bandung;;;;107.6102894;-6.922214;System;System
2918;Mandiri ATM KCP Bandung Taman Kopo Indah;Komplek Taman Kopo Indah II Ruko IB No. 19 Jawa Barat 40218;;;;107.5667482;-6.9694936;System;System
2919;Hotel Kumala;Jl. Asia Afrika No. 140 Karyawangi, Ciwaruga, Parongpong Bandung Jawa Barat 40261;;;;107.6139541;-6.9223848;System;System
2920;Arion Swiss-Belhotel Bandung;Jl. Otto Iskandardinata No.16 Jawa Barat 40171;;;;107.604003;-6.9130921;System;System
2921;Hotel Permata Bidakara;JL. Leumahneundeut , Sarijadi , Sukasari , Kota Bandung , Jawa Barat;;;;107.5813979;-6.8817782;System;System
2922;Horison Bandung Hotel;Jl. Pelajar Pejuang 45 No. 121, Turangga, Bandung, Jawa Barat 40264;;;;107.6255333;-6.9355008;System;System
2923;Cimanggu Cottage Ciwidey;Jalan Raya Ciwidey Km.13, Ciwidey;;;;107.4504688;-7.1110629;System;System
2924;d’Riam Resort;Jalan Soreang - Ciwidey Km 25, Bandung;;;;107.4901096;-7.0689057;System;System
2925;Kampung Pa’go;Jln. Soreang Ciwidey km. 25 Bandun;;;;107.4904855;-7.0715405;System;System
2926;ATM Bank BJB RS Imanuel Bandung;Jl. Kopo No.161 Bojongloa Kidul Jawa Barat 40234;;;;107.5952776;-6.9363992;System;System
2927;ATM Bank BJB KCP Taman Kopo;Ruko 1B, JL Taman Kopo Indah 2, No. 37 A-B Bandung 40218;;;;107.560463;-6.9586495;System;System
2928;ATM Bank BJB Borma Katapang;Jl. Terusan Kopo Bandung Jawa Barat 40262;;;;107.550498;-7.0098571;System;System
2929;Ciamis Hotel;JL. Jend Sudirman, 230;;;;108.3592798;-7.3278768;System;System
2930;Hotel Karang Manis;JL. Jenderal Sudirman;;;;108.3319623;-7.3249103;System;System
2931;Santosa Hotel;JL. Jend A Yani, No. 66;;;;108.7644156;-7.457385;System;System
2932;Surya Pesona Hotel;Bulak Laut 138, Ciamis;;;;108.6620929;-7.7141183;System;System
2933;Larisa Hotel;JL. Jend Sudirman, 25, Ciamis;;;;108.3592439;-7.327864;System;System
2934;ATM Danamon Bandung Kopo;Jl. Raya Kopo Bandung Jawa Barat 40242;;;;107.5980276;-6.9273419;System;System
2935;ATM Danamon Bandung Kopo Sayati 2;Jl. Taman Kopo Ruko No.2-4 Kec. Kadipaten Panjunan Astanaanyar, Kota Bandung, Jawa Barat 40242;;;;107.598812;-6.9302429;System;System
2936;ATM Danamon Bandung Miko Mall Kopo;Jl. Kopo No.599 Babakan Ciparay Kota Bandung, Jawa Barat 40228;;;;107.5885166;-6.9477135;System;System
2937;ATM Danamon Cdm Bandung Kopo;Jl. Kopo No.26 Panjunan Astanaanyar Kota Bandung, Jawa Barat 40242;;;;107.5979513;-6.9278913;System;System
2938;ATM Danamon Bandung Festival Citylink;Jl. Peta No.241 Bandung Jawa Barat 40232;;;;107.5870914;-6.9297028;System;System
2939;ATM Bank DANAMON;Jl. Soekarno-Hatta Bandung 40243;;;;107.6052117;-6.9488358;System;System
2940;Crown Hotel Tasikmalaya;Jl. RE. Martadinata No. 45, Tasikmalaya;;;;108.2056118;-7.305468;System;System
2941;Mandiri ATM Multiplus Duri Kosambi;JL. Lingkar Luar Barat, No. 1A/C, Duri Kosambi Cengkareng Jakarta Barat 11750;;;;106.7279361;-6.1769399;System;System
2942;Mandiri ATM Superindo Kosambi;Jl. Raya Duri Kosambi No.38 Jakarta Barat Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11750;;;;106.7248256;-6.1697338;System;System
2943;Mandiri ATM KCP Jakarta Taman Semanan Indah;Jl. Dharma Kencana Jakarta Barat Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11750;;;;106.7188669;-6.1645814;System;System
2944;Mandiri ATM Alfa Semanan Raya;Jl. Semanan Jakarta Barat Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11850;;;;106.714777;-6.162923;System;System
2945;ATM Mandiri SPBU Cendrawasih;JL Daan Mogot, Km. 12 Jakarta Barat;;;;106.6999108;-6.1577149;System;System
2946;Mandiri ATM Mall Daan Mogot;Jl. Daan Mogot Jakarta Barat Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11840;;;;106.7023262;-6.1575482;System;System
2947;Mandiri ATM KCP Jakarta Citra Garden;Jl. Peta Selatan No. 6 A-B Kalideres Jakarta Barat Daerah Khusus Ibukota Jakarta 11840;;;;106.7025051;-6.1487486;System;System
2948;Mandiri ATM KCP Jakarta Kalideres;Jl. Utama Raya No.57 Jakarta Barat Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730;;;;106.7228285;-6.1498017;System;System
2949;ATM Mandiri SPBU Anggrek;Jalan Anggrek Raya Kota Jkt Bar., Daerah Khusus Ibukota Jakarta 11730;;;;106.7213677;-6.1447616;System;System
2950;ATM Mandiri KCP Jakarta Taman Palem Lestari;JL Boulevar Taman Palem Lestari, No. 19, Blok D1 Jakarta Barat;;;;106.7220164;-6.137489;System;System
2951;Mandiri ATM Ramayana Cengkareng;Jl. Lkr. Luar Jakarta Barat Daerah Khusus Ibukota Jakarta 11730;;;;106.7284733;-6.1334442;System;System
2952;SPBU Shell;Jl. Pos Pengumben Raya No.168;;;;106.7665679;-6.2164116;System;System
2953;SPBU 34-11708 Pasti Pas;Jl Raya Duri Kosambi 59;;;;106.7183045;-6.1824633;System;System
2954;SPBU 3410504 Ahmad Yani;Jl. Jendral Ahmad Yani No.48;;;;106.8751283;-6.1857413;System;System
2955;Pom Bensin;Jalan Karang Tengah Cilandak;;;;106.7806009;-6.3092332;System;System
2956;SPBU 34-10202;Jl. Tanah Abang II N0. 6 ;;;;106.817;-6.17526;System;System
2957;SPBU Total Kemang;Jl. Kemang Raya;;;;106.8153541;-6.2610518;System;System
2958;SPBU 34.127.07;JL. Raya Pasar Minggu;;;;106.842864;-6.244796;System;System
2959;SPBU 34-14306;Jalan Danau Sunter Selatan;;;;106.8736858;-6.146395;System;System
2960;SPBU Pertamina 34.12114;Jalan Gandaria 1;;;;106.788139;-6.2440759;System;System
2961;SPBU Kemang;Jl. Kemang Raya;;;;106.8157037;-6.2668929;System;System
2962;SPBU Pertamina 31-11403;Jalan Daan Mogot Raya KM.1 No.9;;;;106.7871958;-6.1660883;System;System
2963;SPBU 34-12407;Jl. Terogong Raya;;;;106.7913774;-6.2822869;System;System
2964;SPBU 34-13306;Jalan Jatinegara Timur No.54;;;;106.8674867;-6.2197745;System;System
2965;Shell Retail Site (SPBU) - Kelapa Dua;Jl. Arteri Kelapa Dua No. 29B ;;;;106.7710786;-6.2092636;System;System
2966;SPBU 34-13409;Jl. Radin Inten II;;;;106.9229237;-6.2257071;System;System
2967;Spbu 34-14201;Jl. Boulevard Barat Raya;;;;106.901351;-6.158396;System;System
2968;SPBU 34-12510;Jl. Tb Simatupang;;;;106.8252309;-6.2957858;System;System
2969;SPBU 34-12805;Jalan Casablanca No.88;;;;106.8412149;-6.2252702;System;System
2970;SPBU Pertamina 34 10203;Jl. Kh. Mas Mansyur;;;;106.8140454;-6.1970745;System;System
2971;Pertamina 34.117.13;Jalan Daan Mogot Raya KM.10 No.2;;;;106.7660181;-6.1582381;System;System
2972;SPBU Pertamina 34-12210;Jalan Tentara Pelajar;;;;106.7953367;-6.2149773;System;System
2973;Mandiri ATM KCP Jakarta Taman Palem Lestari;Taman Palem Lestari Jakarta Barat Daerah Khusus Ibukota Jakarta 11730;;;;106.7230361;-6.135524;System;System
2974;SPBU Pertamina 34-14415;Pantai Indah Kapuk;;;;106.7408872;-6.1062757;System;System
2975;Shell - Gatot Subroto;Jl. Gatot Subroto Kav. 63;;;;106.8371407;-6.240823;System;System
2976;Mandiri ATM KCP Jakarta Mutiara Taman Palem;Jalan Outer RIng Road No.22 Jakarta Barat Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730;;;;106.727717;-6.1461968;System;System
2977;Bank Mandiri;Plaza Cengkareng Jl . Lingkar Luar Barat No.Lt. Ug Cengkareng Cengkareng Timur, Jakarta Barat 11730;;;;106.7276419;-6.1531464;System;System
2978;ATM Mandiri Gedung Satelindo;Jl. Daan Mogot KM 11 Jakarta Barat DKI Jakarta 11710;;;;106.7386029;-6.1528823;System;System
2979;Mandiri ATM Alfamart Daan Mogot Estate;Jl. Perum Daan Mogot Estate Jakarta Barat Daerah Khusus Ibukota Jakarta 11750;;;;106.7421204;-6.149917;System;System
2980;Mandiri Kiosk Micro Pasar Bojong Rawa Buaya;Jalan Cabe Rawit III/21, Kel Rawa Buaya, Kec Cengkareng Jakarta Barat Jkt Kota 11820;;;;106.7408249;-6.1617173;System;System
2981;Mandiri ATM Alfamidi Bojong Indah;Jl. Pakis Raya Blok H6 No.9 Jakarta Barat Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11740;;;;106.7405616;-6.1647605;System;System
2982;Mandiri ATM Perum. Permata Puri Media;Jl. Berlian Raya No.1 Jakarta Barat Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610;;;;106.7329628;-6.1777468;System;System
2983;Mandiri ATM Makro Meruya;Jl. Topaz Bt No 77 Jakarta Barat Daerah Khusus Ibukota Jakarta 11620;;;;106.7332906;-6.1815626;System;System
2984;Mandiri ATM KCP Jakarta Taman Permata Buana;Ruko Taman Permata Buana Jl. Pulau Bira Iii Blok D1 Kav.47 Kembangan Jakarta Barat Daerah Khusus Ibukota Jakarta 11610;;;;106.745946;-6.2042002;System;System
2985;Mandiri ATM Mall Puri Indah;Indah Jakarta Barat Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610;;;;106.747273;-6.1945823;System;System
2986;Mandiri ATM Supermarket Jameson;Jl. Meruya Ilir Raya Aii/1 Jakarta Barat Daerah Khusus Ibukota Jakarta 11620;;;;106.751948;-6.1974928;System;System
2987;Mandiri ATM Alfamart Mitra Usaha Ariyasa / Srengseng;Srengseng Jl. Serengseng Raya No.7 Jakarta Barat Daerah Khusus Ibukota Jakarta 11630;;;;106.756768;-6.1978661;System;System
2988;Mandiri ATM KCP Jakarta Kebayoran Lama;Jl. Raya Panjang Cipulir No.222 Jakarta Selatan Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12220;;;;106.7718614;-6.2285616;System;System
2989;Honda Tendean;Jalan Kapten Tendean No. 8, Jakarta Selatan, DKI Jakarta 12730;;;;106.8185766;-6.2399305;System;System
2990;Auto Gemilang;JL Pangeran Antasari, No. 9, Jakarta Selatan, 12410;;;;106.8085623;-6.2710645;System;System
2991;Oto Jaya Motor;JL TB. Simatupang, No. 14, Jakarta Selatan, 12560;;;;106.8520926;-6.3033775;System;System
2992;Adi Motor 2;JL Haji Nawi, No. 45A, Jakarta Selatan, 12140;;;;106.7899337;-6.264528;System;System
2993;Salwa Motor;JL Kemang Raya, No. 1, Jakarta Selatan;;;;106.8153779;-6.2721046;System;System
2994;FM Motor;JL Dr. Saharjo, No. 212B, Jakarta Selatan, 12860;;;;106.846918;-6.2225933;System;System
2995;Sinar Sakti;JL Tebet Barat Dalam, No. 116, Jakarta Selatan, 12810;;;;106.8473088;-6.2409427;System;System
2996;Anugrah Sentosa. PT;JL. Kemandoran VIII, No. 10, Jakarta Selatan, 12210;;;;106.7839427;-6.2114105;System;System
2997;Toyota Akastra;Jl. Raya Kebayoran Lama No. 26, Kebayoran Lama, Jakarta Selatan, DKI Jakarta 11540;;;;106.7828805;-6.2102693;System;System
2998;PT. SUMBER BARU ANEKA MOBIL: Halim;JL RS. Fatmawati, No. 123, Cilandak, Jakarta Selatan, 12430;;;;106.7829845;-6.2636425;System;System
2999;Mandiri ATM KCP Jakarta Jalan Panjang;Jl. Panjang No. 5 A Kebon Jeruk Jakarta Barat Daerah Khusus Ibukota Jakarta 11530;;;;106.767999;-6.1955095;System;System
3000;Honda Kebon Jeruk;Jl. Panjang No. 200, Kel.Kebon Jeruk, Kec.Kebon Jeruk, Jakarta Barat;;;;106.7683527;-6.1934143;System;System
3001;Astrido Toyota Kebon Jeruk;Jl. Raya Perjuangan No. 33A, Jakarta Barat;;;;106.7673442;-6.1912597;System;System
3002;Mandiri ATM KCP Jakarta Kemanggisan;Jl. Budi Raya No.7 Jakarta Barat Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480Jl. Budi Raya No.7 Jakarta Barat Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480;;;;106.7811418;-6.192011;System;System
3003;Mobil27;Jl. Fatmawati Cilandak Cilandak Jakarta Selatan DKI;;;;106.7998386;-6.2866676;System;System
3004;Bengkel Resmi Nissan;Jl Sultan Iskandar Muda Kav 29,  DKI Jakarta;;;;106.7811837;-6.2582897;System;System
3005;Bengkel Resmi Honda;JL. Raya Alternatif Cibubur Cilengsi, No. 38, 17435;;;;106.9203677;-6.3783262;System;System
3006;Mandiri ATM Alfamart Kb. Jeruk Raya K;Jl. Kebon Jeruk RayaJakarta Barat Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480;;;;106.7826868;-6.2014079;System;System
3007;Mandiri ATM SPBU Jl. Pramuka;Jl. Kebon Jeruk Raya Blok Pramuka No.56 Jakarta Pusat Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 10570;;;;106.7809272;-6.1997867;System;System
3008;Mandiri ATM Pasar Rawa Belong;Rawa Belong Jakarta Barat Daerah Khusus Ibukota Jakarta 11540;;;;106.7825848;-6.2046664;System;System
3009;Mandiri Kiosk Micro Pasar Rawabelong;Jln. Sulaiman No 59 RT.06/03, Kelurahan Sukabumi Utara, Kebon Jeruk, Jakarta Barat (Kawasan Pasar Rawa Belong) Daerah Khusus Ibukota Jakarta 10209;;;;106.7782665;-6.2065596;System;System
3010;Mandiri ATM KC Jakarta S. Parman;Wisma Barito Pacific, Jl. S. Parman Kav. 62-63, Slipi Daerah Khusus Ibukota Jakarta 11410;;;;106.7973739;-6.1971034;System;System
3011;Mandiri ATM Royal Mediterania Garden;Jl. Letjen. S. Parman No.28 Jakarta Barat Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11410;;;;106.7973417;-6.1947409;System;System
3012;Mandiri ATM RS Harapan Kita;Jl. Letjen. S. Parman Jakarta Barat Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11420;;;;106.7971647;-6.1864639;System;System
3013;Mandiri ATM SPBU No.00 Galur;Jl. Letjen Suprapto No.1 Jakarta Pusat Daerah Khusus Ibukota Jakarta 10530;;;;106.796918;-6.1904531;System;System
3014;Mandiri ATM KPP Jakarta Palmerah;Jl. Letjen. S. Parman No.99 Jakarta Barat Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11410;;;;106.7986319;-6.1994073;System;System
3015;Bengkel Resmi Suzuki Cikini;Jl. Alur Laut, Jkt Utara, DKI Jakarta;;;;106.8989649;-6.1226624;System;System
3016;Tunas Toyota;Jalan Pecenongan No.60-62, Kb. Klp, Jakarta Pusat;;;;106.8268093;-6.1646156;System;System
3017;Bengkel mobil BMW;PT. Tunas Mobilindo Parama TEBET, JL. Dr Soepomo, No. 174, Tebet, 12810;;;;106.8453449;-6.2318089;System;System
3018;Bengkel Agung Jaya Motor;Jalan Danau Sunter Utara Blok B-1A No. 1, Jakarta Utara, Jakarta 14350;;;;106.858445;-6.1402027;System;System
3019;Bengkel Mobil Honda;Honda Hasyim Ashari, JL KH. Hasyim Ashari, No. 24, Jakarta Pusat, 10130;;;;106.8179188;-6.1647107;System;System
3020;Bengkel mobil Auto Tehnik;JL. Angkasa, No. 2, Gn. Sahari Sel, Jakarta Pusat, Kota Jkt Pusat 10610;;;;106.84943;-6.1549453;System;System
3021;Bengkel Prima;Jalan Rs Fatmawati No. 10, Daerah Khusus Ibukota Jakarta 12430;;;;106.796038;-6.2822741;System;System
3022;bengkel quattro;Jl. Cilandak KKO No.1 A RT.014/08, Cilandak, Jakarta;;;;106.813682;-6.3098912;System;System
3023;Gema Bengkel;JL Kampung Melayu Besar No. 18 RT 012/09, Bukit Duri, Jakarta, 12840;;;;106.868157;-6.2243073;System;System
3024;Auto Service;Jl. Letjen Suprapto Kav. 17, Sumur Batu I No. 28, Cempaka Baru, Kemayoran, Cemp. Baru, Jakarta Pusat;;;;106.8674631;-6.1692329;System;System
3025;Mandiri ATM Apotik Kimia Farma Slipi;Jl. S Parman Slipi Jakarta Barat Daerah Khusus Ibukota Jakarta 11410;;;;106.7992783;-6.2015459;System;System
3026;Garasi 30;Jalan Moh. Kahfi I Raya No 30, Rangunan, Jakarta Selatan;;;;106.8110317;-6.3207623;System;System
3027;Bengkel Resmi Mitsubishi;JL. Raya Ciputat, No. 155, 12240;;;;106.7776196;-6.2498355;System;System
3028;Bengkel Resmi Hyundai;JL Raya Kalimalang, No. 1A, Jakarta Timur, 13450;;;;106.901649;-6.244636;System;System
3029;Auto 2000 Salemba;Jl. Salemba Raya No.67, Jakarta Pusat;;;;106.8529252;-6.1984261;System;System
3030;Mandiri ATM Alfamart KS. Tubun;JL Ks Tubun, No. 15 A RT 05 RW 06, Petamburan, Tanah Abang Jakarta Barat;;;;106.7998085;-6.2023572;System;System
3031;Mandiri ATM KCP Jakarta Puri Kencana;Komplek Puri Bugar, Jl. Kencana Utama Raya Blok L6/G Daerah Khusus Ibukota Jakarta 11620;;;;106.746057;-6.1900725;System;System
3032;Mandiri ATM Hero Supermarket Apartemen Green Garden;Jl. Tanjung Duren Apartemen Green Garden Jakarta Barat Daerah Khusus Ibukota Jakarta 11470;;;;106.7864082;-6.1743955;System;System
3033;Mandiri ATM KCP Jakarta Tanjungduren;Jl. Tj. Duren Raya No.56 Jakarta Barat Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470;;;;106.7828569;-6.1731208;System;System
3034;SPBU Pertamina Kemang;Jl. Kemang Raya;;;;106.8156826;-6.2668814;System;System
3035;SPBU 34-13210;Jl. Pemuda No.09;;;;106.8763791;-6.1926719;System;System
3036;SPBU 34-12511;Jalan Pejaten Raya;;;;106.8374118;-6.2796466;System;System
3037;SPBU 31-10303;JL Cikini Raya, No. 113 - 115;;;;106.8390415;-6.1916319;System;System
3038;Pertamina 34-13103;Jl. Matraman Raya;;;;106.8573675;-6.2050652;System;System
3039;Pertamina 34-13421;Jalan Raya Terusan I Gusti Ngurah Rai;;;;106.9425205;-6.2186388;System;System
3040;SPBU 34-13802;Jl. Raya Pondok Gede Timur No. 40, Lubang Buaya;;;;106.8965224;-6.2896555;System;System
3041;Indomaret Ciracas;Jl. Ciracas Raya Ciracas Kota Jakarta Timur;;;;106.8775879;-6.3289569;System;System
3042;Indomaret Point;Jl. Matraman Raya Matraman Kota Jakarta Timur;;;;106.8586143;-6.2135818;System;System
3043;Indomaret Condet Batu Ampar;Jl. Raya Condet Ruko No. 30 A & 30 B Klender Jakarta Timur;;;;106.9015062;-6.2217173;System;System
3044;SPBU 34.12410;Jl. Karang Tengah;;;;106.7820309;-6.3041481;System;System
3045;SPBU 34 13403;Jl. Pahlawan Revolusi;;;;106.8990376;-6.2384453;System;System
3046;Spbu 34,12701;Jalan Buncit Raya Pulo;;;;106.8289653;-6.2615425;System;System
3047;Spbu 34-12509;Jl. Margasatwa;;;;106.8257525;-6.287158;System;System
3048;SPBU 34-12507;Jalan Cilandak Kko Blok Abbah No.53;;;;106.8150962;-6.2962609;System;System
3049;Pertamina 34-11709;Jl. Daan Mogot KM.10 No.151;;;;106.7664875;-6.1573711;System;System
3050;SPBU 34-12605;Jl. Raya Lenteng Agung;;;;106.8368271;-6.3123986;System;System
3051;SPBU 34-13412;JL. Jend. Basuki Rakhmat, No. 9;;;;106.8855712;-6.2280299;System;System
3052;SPBU Pertamina 34-12510;Jl. Tb Simatupang No.1;;;;106.8252031;-6.2957398;System;System
